text	label
4 月 4 日 是 农历 几月 几号	8
那个 泰国 电视剧 宫 第五集 花絮 帮 我 播放 一下	0
赶紧 查下 CA1801 航班 还有 没有 票	7
都市 792 频率 89 点 9 帮 我 放 一下	3
11 点到 宁波 的 汽车票 还有 吗	7
请 在 6 : 00 建立 备忘录 淘宝 付 尾款	4
请 给 拨 到 大事 一锡话 胡锡进 电台 的	3
我 想 知道 冬天 紫外线 指数 是不是 较 低 。	6
马上 让 我 知道 阴历 的 几月 几号 是 10 月 10 日 啊	8
请 你 帮 我 查下 星期日 是 什么 节日 呢	8
继续 给 我 来 大发 不动产	5
帮 我 让 加湿器 切换 到 恒湿 调节 模式 吧	2
比较 一下 邵阳 到 衡阳 的 硬座 与 高铁 票 的 价格 差 。	7
给 我 随便 放个 动画片	0
你 可以 把 邓紫棋 的 泡沫 放给 我 听 不	1
对 将 空调 风速 调 8	2
明天 准时 收听 湖北 广播电台 的 新闻	3
星期五 是 哪天 啊	8
查找 动漫 火影忍者	0
温州 3 月 2 号 几度 适合 穿 什么 衣服	6
我要 听 频率 是 九 七点 九 的 山东 人民 广播电台 经济 频道	3
给 我 一条 最近 的 回家 的 路线 好不好	7
我 正在 循环 播放 星辰 大海	1
速度 告诉 我 礼拜四 是 哪天 啊	8
帮 我 看 一下 去年 的 世界 电信 日 是 星期 几 。	8
五一 期间 三亚 几度	6
美食 纪录片 人 舌尖 上 的 中国 给 我 找 一下	0
是不是 可以 随机 来首 薛之谦 的 歌	1
单曲 循环 菠萝 菠萝蜜	1
后天 晚上 10 点 闹钟 你定 好了吗	4
明天 下午 9 点定 一个 闹钟	4
加大 空调 风速	2
新年 除夕 是 农历 的 哪天	8
怎么 开车 去 农博汇 啊	7
今天下午 有雨 吗 需要 带伞 吗	6
我要 乘坐 汽车 去 丹东 ， 看看 都 有 哪 几趟	7
能 继续 给 我 看 毒液 2 吗	5
放 一下 2020 年 那英 的 跨 年 演唱会 视频	0
胡彦斌 的 大 一号 里 的 歌曲 随机 来 一首	1
你 给 我 随机 唱 一首 邓紫棋 的 歌 吧	1
给 我 找到 北京 外语 广播 听 一下 英语 广播 剧场	3
立刻 告诉 我 如何 步行 去市 警察局	7
90 后 都 听 什么 流行歌曲 ， 给 我 随机 播放 一个 啊	1
查询 杭州 近期 气温 如何	6
后天 义乌 会 下雨 吗	6
查找 电影 阿甘正传 的 讲解 视频	0
去 听 一 听 中央人民广播电台 的 神州 之声	3
今年 的 节礼 日 是 周几	8
单曲 循环 薛之谦 的 像 风 一样	1
周三 到 周五 汕尾 那边 没有 暴雨 吧	6
帮 我 看 下 13 点有 衡水 始发 的 特快 吗	7
帮 我 找 一个 做 意大利 面 的 视频	0
转播 下午 2 点 的 高尔夫球 比赛 现场	0
我 想要 增加 一个 3 月 3 号 去 广州 参加 会议 的 备忘录	4
你 能 帮 我 开启 周一 2 点 10 分 的 闹铃 吗	4
今天 播放 偶像 来 了	0
星期 几是 龙船 节	8
这里 能 直接 开车 到 乌龙 镇 吧	7
我 想 知道 今天 北京 的 体感 温度 是 多少	6
打开 洗碗机	2
赶快 告诉 我 前天 是 几月 几号	8
可以 帮 我 把 空调 调 为 节能 模式 吗	2
找到 并 播放 81 年 的 动漫 九色鹿	0
2021 年 黄安 传灯 里 的 歌曲 随机 来 一首 吧	1
昨天 义务 下雨 了 吗	6
空调 往 下 调低 到 26 度 吧	2
5 号 上海 虽然 高温 但是 会 有 少量 的 小雨	6
4 月 7 日 上午 8 点 我 要 去 惠州 ， 帮 我 看看 火车票	7
上 月 香港 是不是 刮 沙尘暴 了	6
帮 我 打开 客厅 的 灯 好 吧	2
找 一下 日本 动漫 我 的 青春 恋爱 物语 果然 有 问题	0
给 我 播放 昨天 的 蔡 徐坤 的 情人 MV	0
我 想 看 日本 纪录片 中国 之 食文化	0
快点 告诉 我 拉萨 飞 上海 的 机票 还有 吗	7
请 给 我 循环 播 小猪 变形记 这个 故事	9
有没有 林心如 唱歌 的 视频 啊 ， 放 来 看看	0
在 3 月 10 号叫 我 去 湖南	4
循环 播放 大鹏 的 都 选 C	1
能 把 偶像剧 狐狸 的 夏天 1 播放 给 我 吗	5
大点声 告诉 我 发往 曲靖 的 大巴 明天 有没有 票	7
请 你 删除 明天 上午 和 下午 所有 的 闹铃	4
立刻 播 90 年代 的 战争 剧 地道战	5
帮 我 随机 来 一首 林俊杰 2011 年 的 歌 吧	1
查询 这 周日 海南 是 晴天 吗	6
QQ 飞车 比赛 的 视频 播 一下	0
请 帮 我 把 2 月 2 号 和 5 月 10 号 的 日程 打开	4
能 告诉 我 6 月 1 日 是 星期 几 吗	8
帮 我 查查 北流 下周 的 平均温度 呗	6
调 FM104 点 5 旅游 之声 听听 1045family	3
沈阳 去往 深圳 的 动车 是 13 点 的 吗	7
河南 明天 会 下雪 吗	6
有点 闷 了 ， 浴霸 切换 到 换气 功能 吧	2
我 就要 听 中国 之声 的 新闻	3
什么 节日 是 10 月 1 日 啊	8
能 来 一首 黄安 专辑 里面 的 女儿 吗	1
我 想 看 偶像剧 啦 按 顺序 给 我 放半是 蜜糖 半是 伤	5
我 想 知道 大后天 究竟 是 礼拜 几 呢	8
钢琴曲 莫扎特 的 来 一首 呗	1
能 不能 设置 成 连续 20 天 提醒 我 签到	4
能 不能 帮 我 看看 农历 8 月 23 是 礼拜 几	8
放 频率 是 八九点 六 的 如东 人民 广播电台	3
能 不能 告诉 我 答案 星期 几是 农历 的 12 月初 5	8
我要 去 魏县 怎么 坐 公交	7
我 想要 最大 的 空调 风速   快调 一下	2
空气 净化器 的 滤芯 还有 多少 呢 ， 告诉 下 我 吧	2
电影频道 4 点 41 播放 的 大 进军 再 回 看 一下	11
孙俪演 的 那年 花开 月 正圆 给 我 找 一下	5
看 一下 今天 是 几号	8
播 一个 晚上 18 点 更新 的 国产 动漫	0
就是 赵丽颖演 的 那个 知否 知否 应 是 绿肥红瘦 那个 电视剧 播放 一下 吧	5
我要 听 赵雷 的 鼓楼	1
2020 年 快 手 最 人气 的 歌曲 唱 一下 呢	1
空调 风太大 了 减 一下	2
浮世 双娇传 我 想 看 大结局	5
理想 照耀 中国 播放	5
查询 江西 这 周日 是否 会 降雪	6
二胡 弹奏 的 曲子 有没有 人气 比较 高 的 来 一首	1
我 现在 就要 知道 1 点有 北京 飞 印尼 的 飞机 吗	7
深圳 到 广州 的 大客 到 站 了 吗	7
后天 北京 的 温度 是 多少 摄氏度	6
播放 昨天 的 空气质量 变化	6
回放 2012 年 孙 杨 的 游泳 比赛 视频	0
我 想 你 给 我 播放 一下 2021 年 的 电视剧 长 歌行 呢	5
请 查询 播放 明天 有 哪些 地区 下 冰雹	6
能 不能 继续 播放 一下 铁齿 铜牙 纪晓岚	5
白眉 大侠 放给 我 听 一下 吧	9
明天 武当山 空气质量 良 吗	6
快点 帮 我 打开 一下 热水器 吧	2
我 不要 闹钟 在 今天下午 22 点 响起	4
我 想 知道 飞 福州 的 飞机 已经 起飞 了 吗	7
给 我 找到 到 银星 镇 的 路线	7
你 能 播放 一些 2020 年 比较 浪漫 的 歌曲 吗	1
查询 河南 的 天气 稳定 吗	6
禁忌 女孩 可以 继续 播放 吗	5
快点 报 一下 西安 去 沈阳 的 飞机 是 几点 的 啊	7
今年 的 端午节 是 几号	8
播放 2016 年 的 以父之名	5
星期 几是 苗年	8
给 我 收听 素人 广播 ， 桃子 主持 的	3
给 我 放 一下 4 月 20 号 的 刺激 战场 的 比赛 视频	0
来 一个 频率 是 九 二点五 的 中央人民广播电台 三台 音乐 之声	3
我 想 看 今年 老庄 解说 王者 荣耀 的 最新 一期 的 游戏 视频	0
请 将 7 月 1 号 和 7 月 2 号 的 提醒 删除	4
是否 可以 来 继续 频率 九 八点 三 的 新会 人民 广播电台 上次 听到 的 地方 啊	3
在 美团 上 帮 我 看看 有没有 去 青森 的 飞机票	7
现在 开始 播放 中国 大陆 沈 腾出 演 的 喜剧	5
把 电熨斗 的 温度 调低 。	2
快 让 我 知道 汕头 开往 佛山 的 普快 出发 了 吗	7
请 播放 摇滚歌曲 再谈 记忆	1
播放 爱情 电影 ， 我 在 时间 尽头 等 你	5
今晚 多少度 ， 我要 去 看 冰灯 的	6
4 月 15 号 以后 的 日程 都 取消	4
即刻 查询 从 北京 到 哈尔滨 的 火车票	7
放 一首 葫芦丝 吹出来 的 古典 乐	1
动漫 蜘蛛侠 帮 我 找 一下 吧	0
将 客厅 的 空气 净化器 打开 吧	2
帮 我 调到 吕鲁波 的 小说 连播	3
随机 来 几首 纯音乐 吧	1
下周一 飞 西安 ， 那边 天气 怎么样 ？	6
上海 松江区 的 最快 路线	7
打开 门窗 传感器	2
今天 是 农历 多少 日	8
空调 风速 低 五十 老人 房 的	2
可不可以 在 11 月 10 号 提醒 我 11 号 是 光棍节	4
给 我 放 一个 广播 方达 的 新闻 天天 谈	3
一直 播放 喜羊羊 与 灰 太 狼 的 动画片	0
帮 我 播放 杨凌之声 的 节目	3
你 能 唱 一首 90 年代 的 经典歌曲 给 我 么	1
给 我 转 5 月 27 号 早上 7 点 的 NBA 比赛 现场	0
要 不要 穿 羽绒服 了 去 石家庄	6
查询 沧州 气温 变化规律	6
放 点儿 轻音乐 ， 故乡 的 原 风景 吧	1
前天 是 哪个 节日 呢	8
马上 告诉 我 阴历 1 月 7 是 阳历 几号	8
我 想 知道 去 宁夏 的 时间 和 飞机票	7
找 历史剧 里面 的 封神榜 给 我 看	5
查找 国产 动漫 天官赐福	0
明天 几度 ， 我 想 去 海边 了	6
给 我 赶快 查下 星期五 是 农历 多少 号 呀	8
我要 听 CNR 音乐 之声 现在 播 的 音乐 LIVE	3
顺序 播放 薛之谦 专辑 尘	1
提醒 我 5 月 24 号 上午 8 点 上班 。	4
查询 一下 乘风破浪 的 姐姐 的 相关 视频	0
我要 查看 农历 6 月 11 是 礼拜 几	8
李小江 的 能 帮 我播 一下 少女 大人 吧	5
能 不能 继续 播放 一下 迪丽 热巴 的 古装剧	5
农历 的 什么 时候 是 宰牲节	8
我 等 下 要 去 睡觉 了 ， 给 我 关闭 电脑 。	2
许光汉 主演 的 青春 电影 ， 想见 你 给 我 搜 一下	5
去 滨江 大厦 怎么 去	7
给 我 播个 美国 Billboard 榜 榜首 的 音乐 MV 看看	0
珠海 去 东莞 的 客车 是 几点 的 呀	7
我 想要 做 烤鱼 ， 帮 我 开下 蒸 烤箱 的 上下 烤 功能 吧	2
华晨 宇 的 专辑 新世界 现在 能 听 吗	1
去年 有没有 搞笑 的 歌唱 一下 给 我	1
快快 让 我 知道 去往 盐城 的 动车 是 23 点 的 吗	7
明天 11 : 10 的 时候 请 你 不要 提醒 我 问军哥 消费 等级 多少 ？	4
给 我查 一查 今年 的 春节 是 几月 几日	8
告诉 我 今天 的 农历 是 几 月初 几	8
2021 年 的 魔幻 动漫 找 一个 看	0
再 播放 2010 年 温哥华 冬奥会 短道 速滑 女子 3000 米 的 视频	0
播放 明天 我们 好好 过	5
接着 前面 听 的 感情 类 的 真爱 频道	3
星期 几是 圣诞节	8
查询 青岛 到 济南 的 大客 到 济南 客运站 了 吗	7
给 我 回放 5 月 25 日 只用 雨林 基站 物资 吃 鸡 的 游戏 教学 视频	0
现在 可以 帮 我 将 4 月 20 号 的 备忘录 修改 成 4 月 29 号 吗 ？	4
给 我 放 2021 年 的 奇葩 说	0
调到 陈燕 的 燕子 解说 节目	3
将 冰箱 冷藏室 温度 调到 5 度 吧	2
吉林 穿衣 指数 多少	6
立即 播放 91 点 4 成都 交通广播	3
这个 星期 北京 哪天会 下雨	6
2021 年 华晨 宇 唱歌 的 视频 找 一个 出来	0
周五 晚上 七点 我要 从 西安 到 郑州 的 火车票 订 好了吗	7
删掉 星期六 上午 所有 的 闹钟	4
听 一下 李云迪 弹奏 的 钢琴曲 吧	1
来 给 我 继续 收听 下 频率 是 一零 五点 九 的 高要 人民 广播电台 吧	3
嘉兴 梅雨 什么 时候 完	6
搜 王菲 唱 传奇 的 视频 来看	0
准备 睡觉 了 ， 帮 我 把 空气 净化器 调 成 静音 模式 吧	2
南京 飞 成都 的 飞机 起飞 了 没有	7
现在 播放 一路上 有 你	5
找 一下 黄安 的 《 新 鸳鸯蝴蝶 梦 》 播放	1
提醒 我 周末 上午 8 点 20 去 干洗店 。	4
麻烦 请 你 帮 我 查下 星期四 是 农历 多少 号 呀	8
备忘录 明天 下午 三点 的 那个 你 建好 了 没有	4
没想到 我 现在 收听 的 正是 FM91.5 的 美好生活 电台	3
帮 我 找到 李明依 下午 1 点 主持 的 那个 节目	3
给 我查 一查 今年 的 儿童节 是 星期 几	8
4 月 10 号 下午 的 备忘录 全部 删除	4
请 给 我 播放 2019 年 美国 电视剧 权力 的 游戏 第八 季 预告片	0
频率 是 九 七点 八 的 大连海事大学 给 我 收听 一下 可以 吗	3
告诉 我 北大 到 清华 怎么 步行 过去	7
播放 一下 华晨 宇 的 烟火 里 的 尘埃 吧	1
找 一个 日本 的 天空 之城 给 我 播放 一下 吧	5
我 想 看 2020 年 的 搞笑类 动漫 随便 给 我 放 一个	0
随便 给 我 找 一个 冒险类 的 国漫	0
我要 知道 近 一周 甘肃 气温 升降 变化	6
华晨 宇唱过 的 歌 随机 来 一首 吧	1
从 这里 到 大同 怎么 走	7
可以 帮 我查 一下 10 月 1 日 从 上海 飞 三亚 的 机票 吗 ？	7
我 需要 你 给 我 来 一首 好听 的 90 年代 经典 德语 歌 呢	1
将 明天 下午 3 点前 交付 文件 的 行程 设置 一下 。	4
可否 告诉 我 礼拜 几是 8 月 的 23 日	8
可否 帮 我 看 一下 去往 三亚 的 大客车 发车 了 没	7
能 不能 随机 来 一首 古筝 弹奏 的 歌曲 呢	1
我 想 看 日本 的 情书 ， 你 播放 一下	5
请 帮 我 查看 今天 有 茂名 始发 到 韶关 的 大巴 吗	7
11 点 的 闹钟 可以 不 可以 延迟 一个 小时 再响	4
告诉 我 答案 什么 节日 是 7 月 1 日 啊	8
空调 现在 关上 吧	2
只 将 7 号 晚上 的 备忘录 删除 可以 吗	4
微波炉 帮 我 解冻	2
把 电视 音量 调高到 20	2
记得 明天 提醒 我 后天 登陆 网页 查看 数据	4
我 想要 你 在 10 月 7 号叫 我 给 我 女儿 买 奶粉	4
随便 来 一首 寻宝 游戏 里面 的 歌曲 呢	1
麻烦 帮 我 播放 金庸 武侠剧 神雕 英雄传	5
马上 告诉 我 明天 有 哈尔滨 去 广州 的 火车 吗	7
间隔 十分钟 提醒 我 一次 签到	4
神探 狄仁杰 的 第 36 集请 从 上次 停止 的 地方 开始 播放	5
昆明 湿度 多少 啊 我 脸 都 起 皮 了	6
明天 的 明天 是 星期 几	8
我 还 想 听 韩红 的 青藏高原 这种 经典歌曲	1
我 想 知道 江宁 下周 的 降水 情况	6
26 号 上午 9 点去 看 家具 的 闹钟 帮 我 定下 。	4
放一 收藏夹 里 的 韩国 美食 纪录片	0
创建 27 号 带 孩子 去 动物园 的 日程	4
最快 去 一班 去 上海 的 商务 舱 还有 几张 呀	7
厦门 会 刮 大风 吗	6
天气 之子 这个 日本 片子 播放 一下 可以 吗	5
说 一下 明天 会 下雨 吗	6
给 我 查询 一下 普洱 来 的 大巴 是 14 点 30 的 不	7
28 号 到 31 号 中山 有 可能 下雨 吗	6
农历 的 1 月 3 是 几号	8
问 一下 最快 去 一班 去 银川 的 机票 还有 几张	7
播放 一个 周星驰 拍 的 那个 香港 的 电影吧	5
超级 想 重温 一遍 2017 年 的 速度 与 激情 7 呢	5
立刻 瞅 瞅 农历 的 几月 几号 是 中秋节 啊	8
我 想 知道 明天 洛杉矶 的 飞机 最 晚 几点	7
立刻 看看 星期日 是 哪天 啊	8
请 播放 2021 年 发行 的 专辑 我们 的 主打 歌 2	1
播放 王一博 的 新专辑 无感	1
听说 刘敏涛 的 生活 家 好看 ， 播放 第一集 看一看	5
我 想 看 2019 年 亚洲杯 越南 对 也门 的 那 一场 比赛 视频	0
中元节 是 几月 几号	8
顺序 播放 姐姐 、 孤独 的 人 是 可耻 的 、 蚂蚁 三 首歌	1
我 想 在 周日 晚上 看 关于 历史 类 的 节目 ， 像 解密 这个 类型 的	0
我 想 放 00 年代 的 电影 忠犬八公 的 故事 。	5
立即 播放 孙燕姿 的 克卜勒	1
我要 看 一个 90 年代 的 恐怖片 呢	5
高德 给 我查 一下 附近 有 什么 游乐场	7
记得 提醒 我 关灯 在 晚上 10 点 的 时候	4
现在 龙海 平均气温 多少	6
给 调 CNR 香港 之声 去 听 那个 音乐 达人汇	3
FM95 点 5 的 四川 电台 岷江 音乐台 找 过去 哈	3
马上 找 陈晓景 甜 主演 的 一场 遇见 爱情 的 旅行	5
好 了 可以 打开 暖 气阀 了	2
帮忙 将 7 月 10 号 的 提醒 ， 然后 新建 一个 4 月 1 号 去 见 网友 的 提醒	4
风速 调 至 最大 你 听 不到 吗 空调 的	2
马上 出门 ， 记得 帮 我 把 空气 净化器 关掉 哟	2
我 想要 看斗罗 大陆 2021 年 最新版 的 游戏 解说 视频 能 找到 不	0
关 了 电视机 电源	2
查询 一下 情人节 是 哪天	8
马上 到家 了 ， 麻烦 帮 我 开 一下 热水器 ， 我 想 洗澡 。	2
查询 下午 重庆 大 概率 会 下雨 吗	6
播放 御赐 小 仵作 的 第三集 可以 不 可以 呢	5
准备 收拾 房间 ， 让 洗衣机 开始 洗衣服 吧	2
打开 明早 7 : 30 带 饭卡 这个 日程	4
查 一下 明天 大理 穿 什么 合适	6
等 半个 小时 后 关掉 电视	2
墨西哥 飞 纽约 要 几个 小时 ？	7
纪录片 宠物医院 2 月 18 日 就 开播 了 ， 我 还 没 看 呢 ， 帮 我 放 一集 哈	0
邓伦 和 马思纯演 的 那个 加油 你 是 最 棒 的 播放	5
济南 可能 会 降温 吗	6
请建 一个 备忘录 12 月 10 号 给 妈妈 过生日	4
超凡 蜘蛛侠 1 美国 电影 给 我 播放 下 吧	5
查干湖 明早 几度	6
想 听 一个 齐莺 主持 的 每日 音乐 广播	3
给 我 调出 马路 主持 的 银河 台	3
单曲 循环 一首 可可托海 的 牧羊人	1
明天 上海 空气污染 指数 是 良 吗	6
帮 我 记 一下 今天 晚上 6 点去 上 晚自习	4
南京 hero 久 竞 比赛 的 视频 帮 我 找 一下	0
这 周三 大安 会下 暴雨 吗	6
哈哈 我要 看 动漫 邋遢 大王 奇遇记 按 顺序 放	0
105 点 7 大连 体育 可以 帮 我 播放 吗	3
随机 来 一首 盖世英雄 里 的 歌曲 呢	1
是不是 能 给 我 听 一个 频率 是 九 零点 六 的 肇庆 人民 广播电台 第二台 啊	3
2000 年 的 神话剧 就播 春光 灿烂 猪八戒	5
最近 江西 风大 吗	6
帮 我 查下 10 月 1 日 是 星期三 还是 星期二	8
我 想 看 关于 2021 年 伊朗 军事 的 新闻 视频	0
半个 小时 后 把 电饭煲 通电 熬粥	2
找 泰国 偶像剧 爱 在 日落 之前 按 顺序 看	5
快报 一下 最快 去 一班 去 哈尔滨 的 机票 还有 几张	7
今年 的 葫芦 节是 什么 时候	8
给 我 顺序 播放 一下 林俊杰 专辑 的 因 你 而 在	1
开始 播放 孙语赛 的 专辑 不仅仅 是 喜欢	1
放 一下 00 年代 出品 的 电影 无间道 。	5
1 分钟 后 告诉 我 4 月 5 日 是 什么 节日	8
帮 我 看 一下 端午节 是 星期 几	8
中秋节 是 这个 月 的 星期 几	8
Private   Corner 里面 的 歌曲 随机 来 一首 啊	1
麻烦 放 一下 一场 游戏 一场 梦 ， 要 王杰 唱 的 那个	1
请 按 列表 播放 最好 的 我们	5
放 一下 九十年代 的 《 再回首 》 听听	1
帮 我 把 冷冻室 降为 负 17 度 吧	2
查 一下 这个 周三 是 5 月 几号	8
尽快 帮 我 设置 周日 下午 1 点半 跟 同学 一起 写 作业 的 闹钟 。	4
农历 五月 初九 提醒 我 一下 我 女朋友 过生日	4
帮 我 把 电扇 调到 1 档 可不可以 呢	2
播放 腾格尔 天堂 的 现场版	1
频率 是 九 八点 零 的 中央人民广播电台 二台 经济 之声 收听 一下 呢	3
6 月 25 号 参加 公司 高层 会议 记得 提醒 我 一下	4
2021 年 在 中国 播出 的 号手 就位 的 介绍 视频 帮 我 播放 吧	0
我 今天 想 喝 果汁 ， 把 榨汁机 打开 。	2
立刻 查询 星期六 是 七夕节 嘛	8
是不是 能 来 一个 美国 人 吴彦祖 的 剧 啊	5
快给我 把 空调 调 高	2
把 空调 再 调低 一些	2
再 将 空调 风速 调 大三 格	2
可以 帮 我 把 蒸 烤箱 提前 预热 到 200 度 嘛	2
查询 杭州 穿衣 指数	6
浴霸 切换 到 换气 功能 行嘛	2
悬疑片 美国 电影 末日 之战	5
拉萨 周末 天气 适合 钓鱼 不	6
张庭 2021 年 直播 带货帮 我 找 一下	0
昆明 明天 可能 会 刮 大风 吗	6
杭州 风向 如何	6
动漫 X 的 天使 第 6 集帮 我 找 一下 吧	0
记得 在 10 月 8 号 的 时候 提醒 我 还 卡	4
找 一首 花粥 的 经典 听	1
上海 始发 经停 的 飞机 哪天 有票	7
我 需要 继续 观看 下 一站 幸福 行不行	5
查 一下 这 月 重庆 风向 怎么样	6
星期四 晚上 多云 ， 会 有 雨 吗	6
看看 几月 几号 是 儿童节 呢	8
把 空调 给 我 调高 6 度	2
去查 一下 邵阳 始发 的 动车 哪天 有票	7
2007 年 出来 的 电视剧 的 片头曲 来 一首 吧	1
看 一下 从 程子 庙 小学 到 安义县 怎么 走	7
设置 电视 进入 儿童 模式 。	2
明天 凌晨 6 点 的 闹铃 帮 我定 好了吗	4
来个 听 了 让 人 想 哭 的 英文歌 吧	1
空调 往 上调 高到 28	2
9 月 28 号 是 农历 的 几号	8
这个 智能 音响 可以 打开 ， 我 想 听听 歌	2
到 那个 嘉荣 购物广场 怎么 走	7
那 再 看 一下 从 南京 到 上海 的 高铁 还有 没有 票	7
很 想 看 泰国 的 电视剧 推荐 视频 随便 播 一个 给 我	0
回放 24 号 绝地 求生 游戏 的 比赛 视频	0
查询 一下 20 点有 去 朝阳 的 高 客票 吗	7
从 湘阴 去 株洲 的 汽车 一天 有 多少 趟 。	7
等 一会 播放 西安 广播 电视台 中 历史 型 的 节目	3
有没有 周日 到 沈阳 南站 的 汽车票	7
查询 明天 泰山 雷雨 天气	6
查询 后天 11 点 台湾 有 台风 么	6
我 希望 当 我 醒 了 电视 能 自动 打开 播放 新闻	2
资讯 非常 道 那个 广播节目 拨 过去	3
好 想 听 张国荣 的 沉默是金	1
麻烦 帮 我 看 一下 潮安 人民 广播电台 在 播放 什么	3
我 想 知道 大后天 应该 是 多少 号 啊	8
明早 我要 去 跑步 帮 我 查下 有没有 雨	6
海南 明天 会下 冰雹 吗	6
晓楠 主持 的 都市 之声 现在 就 播出 给 我	3
明天 早上 5 : 00 提示 我 体检	4
定 一个 今天 晚上 6 点 给 孩子 买 蛋糕 的 闹钟 。	4
播放 汪峰 的 广安 广安	1
今年 点击率 最高 的 英文歌曲 唱 一下 呢	1
我 现在 比较 喜欢 听 英文 摇滚 类 的 音乐 ， 快 帮 我 播放 吧	1
设置 一个 周日 上午 10 点去 补习班 的 闹钟	4
播放 九十年代 的 泰坦尼克号 ， 这到 现在 还 很 经典	5
能否 帮 我 打开 热水 机 呢 ， 我 想 喝 热水	2
调到 FM94 点 7 听 那个 经典 947	3
农历 的 送 水节 是 什么 时候	8
请 记录 江西 气温 变化	6
找 一下 中央 人民 广播 的 华夏 之声	3
回 威海 的 开 大巴车 的 路线 告诉 我 一下	7
去年 的 国庆节 是 星期 几	8
今年 的 雨节 是 几月 几号	8
告诉 我 北流 现在 的 空气质量	6
云南 今天天气 怎么样	6
我 需要 一直 随机 播放 薛之谦 的 歌 呢	1
播放 5 月 10 号 英雄 联盟 的 竞技 比赛 情况	0
找条 到 学校 的 路 要 不堵车 的	7
15 天后 是 几月 几日	8
给 我 听 一会 归一里 的 歌曲 呢	1
播放 萧亚轩 唱歌 的 视频	0
给 我 找到 林林 主持 的 城市 乐	3
超级市场 该 怎么 坐 公交车 去 呢	7
爵士 歌曲 能 随机 一首 给 我 吗	1
5 月 17 日 是 农历 几月 几日	8
开 一个 零点 的 闹钟 抢 iPad	4
我 想 看 我 的 偶像 迪丽 热巴 在 2018 年 金鹰 女神 的 视频	0
长沙 今天 的 空气 湿度 是 多少	6
放 一下 频率 是 八 八点 五 的 江宁 电台	3
空气 净化器 可以 关上 了 ， 我 一会 要 出门	2
我 需要 你 打开 全屋 杀菌 模式	2
放 一下 经济 类 的 南京 经济 电台	3
找 几个 美国 纪录片 的 视频 给 我 看看	0
今年 张大 仙 的 讲解 游戏 的 大仙 不闹 系列 完整版 视频 还有 吗	0
查查 深圳 飞 三亚 的 航班 还有 没有 经济舱 票	7
记得 每天 早上 8 点 通知 我 关闭 静音 模式	4
放 一下 昨天下午 4 点 的 王者 荣耀 比赛 解说	0
今天 南京 的 降水量 能 不能 测 出来	6
打开 收音机 ， 我 想 听 岳云鹏 的 相声	2
帮忙 把 空调 调 为 制热 模式	2
香港 的 电视剧 小 当家 第一集 花絮 播放 出来	0
今年 的 什么 时候 是 蔵 历 元旦	8
现在 温度 升高 了 ， 帮 我 把 空调 温度 调 到 二十度 。	2
第三届 王者 荣耀 全国 大赛 有 吗 ， 我 想 看看	0
北京 晚上 10 点能 下 小雪 吗	6
天气 变热 了 ， 冰箱 温度 调低 一档 。	2
海南 明天 八点 会 不会 起雾	6
具体 查询 一下 遵义 开来 的 大巴 是 16 点 的 吗	7
回答 我 是不是 珠海 到 广州 的 大巴 到 站 了	7
五一劳动节 是 农历 的 哪天	8
马上 调 到 中国 之声 调频 是 FM106.1	3
查 一下 11 点到 北京 东站 的 火车票	7
速度 的 查询 一下 9 月 2 日 和 9 月 3 日 哪天 是 农历 7 月初 5 呢	8
能 不能 帮 我 13 点有 韶关 始发 去 汕头 的 汽车 不	7
想 听 广州 音乐 之声 了 给 调到 FM102 点 7	3
赶快 的 让 我 知道 农历 的 九月初 八 和 农历 九月初 九 哪天 是 重阳节 呢	8
播放 上海 戏曲 广播 中 的 戏曲	3
我 说 给 我 打开 所有 的 窗户	2
记得 每天 提醒 我 不要 睡懒觉	4
帮 我 找 一个 做 糖醋 里脊 的 视频	0
你 给 我 听 一首 有点 年代 感 的 古典 歌曲	1
你 猜 下周 新疆 北部 可能 下雪 吗	6
铁岭 今天 可以 穿 外套 出去 吗	6
请 播放 第 24 集 周一围 演 的 焕脸	5
我 需要 你 看 下 郑州 今天 的 湿度 是 多少	6
后天 的 能见度 现在 能 知道 吗	6
帮 我 找到 中国 戏剧 广播 里 的 秦腔 节目 按 节目 列表 顺序 播放	3
我 想 看 赵小棠 15 岁 跳舞 的 那段 视频	0
可否 帮 我 把 浴霸 开启 强暖 模式 呢	2
换个 台 就 四川 生活 旅游 都市 广播 在 FM97 点 0	3
听听 赵英俊 的 送 你 一朵 小红花	1
如何 不 走 高速 就 能 开车 去 大连 呢	7
快 帮 我 播放 周杰伦 的 稻香	1
我要 听 一首 薛之谦 的 认真 的 雪 可以 吗	1
天气预报 说 福州 今天 有没有 暴雨 啊	6
要 午睡 了 ， 空气 净化器 调 为 睡眠 模式 好 吗	2
现在 我 想 知道 什么 节日 是 5 月 1 日 啊	8
我 想 看 小野丽莎 在 2014 年 1 月 1 日来 北京工人体育馆 与 北京 歌迷 一起 共度 新年 的 视频	0
兰州 周日 会 下雨 吗	6
请问 5 月 24 日去 墨尔本 最 便宜 的 飞机 是 哪 一趟 。	7
快 告诉 我 一 下去 飞机场 的 最 短路线 怎么 走	7
请 给 我 播放 5 月 25 号 晚上 7 点 的 王者 荣耀 比赛 视频	0
举起手来 这部 喜剧片 很 好看 ， 我 现在 要 看	5
明天 去 鸡西 穿 毛衣 行 吗	6
我 想 听 开浩御 书房	3
